"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"scala.collection.MapOps$$anon$1.<init>(MapOps) Map.scala","< 0.1","< 0.1","< 0.1","11"
"com.sun.management.internal.GcInfoCompositeData.<init>(GcInfo, GcInfoBuilder, Object[]) GcInfoCompositeData.java","< 0.1","< 0.1","< 0.1","4"
"java.util.TreeMap$KeySpliterator.<init>(TreeMap, TreeMap$Entry, TreeMap$Entry, int, int, int) TreeMap.java","< 0.1","< 0.1","< 0.1","6"
"scala.collection.convert.JavaCollectionWrappers$MapWrapper$$anon$2.<init>(JavaCollectionWrappers$MapWrapper) JavaCollectionWrappers.scala","< 0.1","< 0.1","< 0.1","11"
"javax.management.openmbean.TabularDataSupport.<init>(TabularType, int, float) TabularDataSupport.java","< 0.1","< 0.1","< 0.1","4"
"scala.collection.convert.AsJavaExtensions$SeqHasAsJava.<init>(AsJavaExtensions, Seq) AsJavaExtensions.scala","< 0.1","< 0.1","< 0.1","11"
"scala.collection.Iterator$$anon$6.<init>(Iterator, Function1, boolean) Iterator.scala","< 0.1","< 0.1","< 0.1","11"
"scala.collection.convert.JavaCollectionWrappers$MapWrapper$$anon$2$$anon$3$$anon$4.<init>(JavaCollectionWrappers$MapWrapper$$anon$2$$anon$3, Object, Object) JavaCollectionWrappers.scala","< 0.1","< 0.1","< 0.1","11"
"scala.collection.mutable.AbstractSet.<init>() Set.scala","< 0.1","< 0.1","< 0.1","11"
"scala.collection.convert.JavaCollectionWrappers$IteratorWrapper.<init>(Iterator) JavaCollectionWrappers.scala","< 0.1","< 0.1","< 0.1","11"
"com.sun.management.GarbageCollectionNotificationInfo.<init>(String, String, String, GcInfo) GarbageCollectionNotificationInfo.java","< 0.1","< 0.1","< 0.1","2"
"com.sun.management.internal.GarbageCollectionNotifInfoCompositeData.<init>(GarbageCollectionNotificationInfo) GarbageCollectionNotifInfoCompositeData.java","< 0.1","< 0.1","< 0.1","4"
"sun.nio.ch.FileChannelImpl.<init>(FileDescriptor, String, boolean, boolean, boolean, Object) FileChannelImpl.java","< 0.1","< 0.1","< 0.1","1"
"java.util.TreeMap$TreeMapSpliterator.<init>(TreeMap, TreeMap$Entry, TreeMap$Entry, int, int, int) TreeMap.java","< 0.1","< 0.1","< 0.1","6"
"org.apache.kafka.common.requests.HeartbeatRequest.<init>(HeartbeatRequestData, short) HeartbeatRequest.java","< 0.1","< 0.1","< 0.1","1"
"kafka.server.MemberKey.<init>(String, String) DelayedOperationKey.scala","< 0.1","< 0.1","< 0.1","1"
"org.apache.jute.BinaryInputArchive.<init>(DataInput) BinaryInputArchive.java","< 0.1","< 0.1","< 0.1","1"
"org.apache.zookeeper.ClientCnxn$Packet.<init>(RequestHeader, ReplyHeader, Record, Record, ZooKeeper$WatchRegistration) ClientCnxn.java","< 0.1","< 0.1","< 0.1","1"
"com.yourkit.an.be.<init>(Object) a","< 0.1","< 0.1","< 0.1","4"
"org.apache.kafka.common.requests.HeartbeatResponse.<init>(HeartbeatResponseData) HeartbeatResponse.java","< 0.1","< 0.1","< 0.1","1"
"kafka.server.RequestHandlerHelper$$anon$1.<init>(RequestHandlerHelper, RequestChannel$Request) RequestHandlerHelper.scala","< 0.1","< 0.1","< 0.1","1"
"org.apache.jute.BinaryOutputArchive.<init>(DataOutput) BinaryOutputArchive.java","< 0.1","< 0.1","< 0.1","1"
"org.apache.zookeeper.ClientCnxn$Packet.<init>(RequestHeader, ReplyHeader, Record, Record, ZooKeeper$WatchRegistration, boolean) ClientCnxn.java","< 0.1","< 0.1","< 0.1","1"
"org.apache.zookeeper.proto.RequestHeader.<init>(int, int) RequestHeader.java","< 0.1","< 0.1","< 0.1","1"
"org.apache.zookeeper.server.ByteBufferInputStream.<init>(ByteBuffer) ByteBufferInputStream.java","< 0.1","< 0.1","< 0.1","1"
"com.sun.management.internal.GarbageCollectionNotifInfoCompositeData$1.<init>(GarbageCollectionNotifInfoCompositeData) GarbageCollectionNotifInfoCompositeData.java","< 0.1","< 0.1","< 0.1","2"
"com.sun.management.internal.GcInfoCompositeData$1.<init>(GcInfo) GcInfoCompositeData.java","< 0.1","< 0.1","< 0.1","2"
"com.sun.management.internal.GcInfoCompositeData$2.<init>(GcInfo) GcInfoCompositeData.java","< 0.1","< 0.1","< 0.1","2"
"org.apache.jute.BinaryInputArchive.<init>(DataInput, int, int) BinaryInputArchive.java","< 0.1","< 0.1","< 0.1","1"
"org.apache.zookeeper.proto.ReplyHeader.<init>() ReplyHeader.java","< 0.1","< 0.1","< 0.1","1"
