"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"java.util.stream.StreamSupport.intStream(Spliterator$OfInt, boolean) StreamSupport.java","16","< 0.1","3","660"
"java.net.URI$Parser.parseAuthority(int, int) URI.java","16","< 0.1","2","220"
"java.util.stream.IntPipeline$StatelessOp.<init>(AbstractPipeline, StreamShape, int) IntPipeline.java","16","< 0.1","2","660"
"org.takes.misc.Href.createBare(URI) Href.java","16","0.1","0.7","110"
"java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial(Object, Object) DirectMethodHandle$Holder","15","< 0.1","15","8085"
"org.takes.misc.Opt$Empty.has() Opt.java","15","< 0.1","15","7425"
"org.takes.rq.RqRequestLine$Base.trimmed(String, RqRequestLine$Base$Token) RqRequestLine.java","15","0.1","1","110"
"java.io.ByteArrayOutputStream.ensureCapacity(int) ByteArrayOutputStream.java","15","< 0.1","15","7260"
"org.cactoos.iterable.IterableOf.<init>(Object[]) IterableOf.java","14","< 0.1","6","1210"
"org.takes.misc.Href.param(Object) Href.java","14","0.2","0.7","55"
"org.takes.rs.RsText.<init>(Response) RsText.java","14","0.2","0.3","55"
"sun.nio.ch.NioSocketImpl.implWrite(byte[], int, int) NioSocketImpl.java","14","0.1","1","110"
"org.cactoos.collection.CollectionEnvelope.add(Object) CollectionEnvelope.java","14","< 0.1","4","1155"
"java.util.stream.IntPipeline.<init>(AbstractPipeline, int) IntPipeline.java","13","< 0.1","2","660"
"sun.nio.ch.NioSocketImpl.park(FileDescriptor, int, long) NioSocketImpl.java","13","< 0.1","4","300"
"java.net.URI$Parser.parseServer(int, int) URI.java","13","< 0.1","4","220"
"java.util.Locale.getUnicodeLocaleType(String) Locale.java","13","< 0.1","2","440"
"java.util.Formatter$Flags.valueOf() Formatter.java","12","< 0.1","12","7370"
"java.util.stream.IntPipeline$10$1.accept(int) IntPipeline.java","11","< 0.1","4","660"
"org.cactoos.text.TextOf.<init>(byte[]) TextOf.java","11","< 0.1","1","220"
