"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.getStatementContext() GenericLanguageConnectionContext.java","5647","< 0.1","864","187472"
"org.apache.derby.impl.jdbc.EmbedConnection.checkIfClosed() EmbedConnection.java","2166","< 0.1","874","187456"
"org.apache.derby.iapi.types.DataType.readExternalFromArray(ArrayInputStream) DataType.java","2223","< 0.1","859","187190"
"org.apache.derby.catalog.types.TypeDescriptorImpl.getJDBCTypeId() TypeDescriptorImpl.java","428","< 0.1","428","187087"
"org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.getTopLevelSQLSessionContext() GenericLanguageConnectionContext.java","421","< 0.1","421","186997"
"org.apache.derby.iapi.types.DataTypeDescriptor.getJDBCTypeId() DataTypeDescriptor.java","1298","< 0.1","870","186977"
"org.apache.derby.impl.drda.AppRequester.greaterThanOrEqualTo(int, int, int) AppRequester.java","424","< 0.1","424","186946"
"org.apache.derby.impl.drda.DRDAConnThread.writeFdocaVal(int, Object, int, int, int, boolean, DRDAStatement, boolean) DRDAConnThread.java","99992","0.5","1324","186907"
"org.apache.derby.iapi.services.context.ContextService.addToThreadList(Thread, ContextManager) ContextService.java","4737","< 0.1","866","186697"
"org.apache.derby.iapi.services.context.ContextService.setCurrentContextManager(ContextManager) ContextService.java","5622","< 0.1","884","186697"
"org.apache.derby.impl.jdbc.EmbedConnection.setupContextStack() EmbedConnection.java","9942","< 0.1","1308","186697"
"org.apache.derby.impl.jdbc.TransactionResourceImpl.setupContextStack() TransactionResourceImpl.java","6477","< 0.1","855","186697"
"org.apache.derby.iapi.services.context.ContextService.resetCurrentContextManager(ContextManager) ContextService.java","1287","< 0.1","860","186696"
"org.apache.derby.impl.jdbc.EmbedConnection.restoreContextStack() EmbedConnection.java","3003","< 0.1","856","186696"
"org.apache.derby.impl.jdbc.TransactionResourceImpl.restoreContextStack() TransactionResourceImpl.java","2146","< 0.1","859","186696"
